dist_code,month,sector,investment in cr,number_of_employees
17_3,01-Jul-20,Engineering,0.58,6
22_1,01-Jul-20,Food Processing,1.05,6
21_2,01-Jul-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.41,6
15_3,01-Jul-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,6
17_2,01-Aug-20,Others,2.87,6
18_2,01-Aug-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6
18_1,01-Aug-20,Agro based incl Cold Storages,0.17,6
15_1,01-Aug-20,Beverages,0.41,6
20_4,01-Aug-20,Engineering,0.32,6
20_2,01-Aug-20,Food Processing,0.4,6
22_2,01-Aug-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,6
15_2,01-Sep-20,Paper and Printing,0.12,6
20_1,01-Sep-20,Food Processing,0.13,6
20_4,01-Sep-20,Beverages,0.27,6
22_2,01-Sep-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,6
20_1,01-Oct-20,Wood and Leather,0.15,6
20_4,01-Oct-20,Engineering,0.17,6
20_2,01-Oct-20,Others,0.19,6
20_3,01-Oct-20,Engineering,0.12,6
19_3,01-Oct-20,Engineering,0.09,6
23_2,01-Oct-20,Agro based incl Cold Storages,0.25,6
20_1,01-Oct-20,Beverages,0.12,6
20_1,01-Nov-20,Others,0.11,6
14_3,01-Nov-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6
21_2,01-Dec-20,Wood and Leather,0.14,6
21_6,01-Dec-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,6
14_1,01-Dec-20,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.66,6
20_1,01-Dec-20,Beverages,0.14,6
21_5,01-Dec-20,Wood and Leather,0.08,6
20_3,01-Jan-21,Engineering,0.19,6
19_3,01-Jan-21,Electrical and Electronic Products,0.25,6
20_3,01-Jan-21,Wood and Leather,0.15,6
17_2,01-Jan-21,Wood and Leather,1.95,6
22_1,01-Jan-21,Pharmaceuticals and Chemicals,0.25,6
14_2,01-Jan-21,Agro based incl Cold Storages,0.82,6
21_6,01-Jan-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,6
21_2,01-Jan-21,Engineering,1.22,6
21_6,01-Feb-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,6
20_3,01-Feb-21,Engineering,0.11,6
21_3,01-Feb-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6
17_1,01-Feb-21,Beverages,0.25,6
23_3,01-Feb-21,Pharmaceuticals and Chemicals,0.4,6
19_4,01-Feb-21,Food Processing,0.86,6
15_3,01-Feb-21,Food Processing,0.07,6
15_3,01-Mar-21,Agro based incl Cold Storages,0.11,6
20_1,01-Mar-21,Engineering,0.13,6
17_1,01-Mar-21,Beverages,0.25,6
22_1,01-Mar-21,Pharmaceuticals and Chemicals,0.09,6
23_1,01-Mar-21,Plastic and Rubber,0.24,6
14_3,01-Mar-21,Agro based incl Cold Storages,0.22,6
14_3,01-Apr-21,Agro based incl Cold Storages,0.3,6
19_3,01-Apr-21,Others,0.16,6
22_1,01-Apr-21,Granite and Stone Crushing,1.3,6
23_3,01-Apr-21,Paper and Printing,0.96,6
17_1,01-Apr-21,Engineering,0.88,6
23_1,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,6
21_7,01-May-21,Granite and Stone Crushing,0.35,6
21_2,01-May-21,Food Processing,0.25,6
17_3,01-May-21,Engineering,0.25,6
22_1,01-May-21,Others,0.25,6
20_1,01-May-21,Plastic and Rubber,0.23,6
19_2,01-May-21,Food Processing,0.23,6
15_1,01-May-21,Pharmaceuticals and Chemicals,0.75,6
22_2,01-May-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,6
20_3,01-May-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,6
20_1,01-Jun-21,Plastic and Rubber,0.23,6
22_1,01-Jun-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,6
20_3,01-Jun-21,Granite and Stone Crushing,0.16,6
23_3,01-Jun-21,Agro based incl Cold Storages,0.31,6
18_2,01-Jun-21,Wood and Leather,0.12,6
15_2,01-Jun-21,Solar and Other Renewable Energy,0.25,6
22_1,01-Jun-21,Engineering,0.14,6
23_1,01-Jun-21,Agro based incl Cold Storages,0.24,6
21_2,01-Jul-21,Textiles,0.15,6
20_2,01-Jul-21,Engineering,0.33,6
18_2,01-Jul-21,Wood and Leather,0.2,6
18_2,01-Jul-21,Paper and Printing,0.25,6
17_1,01-Jul-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.41,6
17_3,01-Jul-21,Agro based incl Cold Storages,0.24,6
20_4,01-Aug-21,Engineering,0.21,6
20_4,01-Sep-21,Engineering,0.05,6
20_4,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6
22_1,01-Sep-21,Wood and Leather,0.09,6
21_2,01-Sep-21,Beverages,0.13,6
20_1,01-Sep-21,Engineering,0.18,6
20_1,01-Sep-21,Agro based incl Cold Storages,0.17,6
21_6,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6
20_3,01-Oct-21,Agro based incl Cold Storages,0.17,6
20_3,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,6
14_3,01-Oct-21,Engineering,0.34,6
17_3,01-Oct-21,Engineering,0.23,6
21_1,01-Nov-21,Agro based incl Cold Storages,0.19,6
21_1,01-Nov-21,Engineering,0.45,6
21_7,01-Nov-21,Engineering,0.12,6
21_2,01-Nov-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,6
17_3,01-Nov-21,Engineering,0.8,6
17_3,01-Dec-21,Wood and Leather,0.24,6
15_3,01-Dec-21,Granite and Stone Crushing,0.22,6
20_3,01-Dec-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,6
22_1,01-Dec-21,Agro based incl Cold Storages,2.34,6
23_1,01-Jan-22,Others,0.41,6
17_3,01-Jan-22,Agro based incl Cold Storages,0.25,6
17_3,01-Jan-22,Wood and Leather,0.24,6
19_2,01-Jan-22,Food Processing,0.2,6
17_3,01-Feb-22,Engineering,0.24,6
22_2,01-Feb-22,Others,0.22,6
23_1,01-Feb-22,Others,0.25,6
21_1,01-Mar-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,6
21_1,01-Mar-22,Pharmaceuticals and Chemicals,2,6
22_2,01-Mar-22,Engineering,0.46,6
19_1,01-Mar-22,Pharmaceuticals and Chemicals,0.2,6
21_5,01-Mar-22,Others,1.05,6
22_1,01-Apr-22,Engineering,0.18,6
21_2,01-Apr-22,Paper and Printing,0.22,6
23_3,01-Apr-22,Others,0.93,6
20_3,01-Apr-22,Textiles,0.1,6
20_3,01-Apr-22,Engineering,0.23,6
21_1,01-Apr-22,Food Processing,0.42,6
23_1,01-Apr-22,Plastic and Rubber,0.87,6
21_5,01-May-22,Granite and Stone Crushing,0.99,6
20_2,01-May-22,Agro based incl Cold Storages,0.25,6
21_7,01-May-22,Food Processing,0.34,6
21_1,01-May-22,Beverages,0.2,6
19_1,01-May-22,Others,0.04,6
22_1,01-May-22,Granite and Stone Crushing,0.95,6
21_6,01-Jun-22,Food Processing,0.1,6
19_1,01-Jun-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,6
14_1,01-Jun-22,Agro based incl Cold Storages,0.25,6
22_1,01-Jun-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6
20_2,01-Jun-22,Engineering,0.25,6
21_5,01-Jun-22,Food Processing,0.09,6
15_2,01-Jun-22,Agro based incl Cold Storages,0.55,6
23_1,01-Jul-22,Plastic and Rubber,0.15,6
22_1,01-Jul-22,Others,0.22,6
14_1,01-Jul-22,Agro based incl Cold Storages,0.25,6
22_1,01-Jul-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.82,6
21_1,01-Jul-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,6
19_3,01-Jul-22,Plastic and Rubber,0.25,6
21_2,01-Jul-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6
21_7,01-Jul-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,6
19_4,01-Aug-22,Beverages,0.85,6
20_2,01-Aug-22,Agro based incl Cold Storages,0.25,6
20_2,01-Aug-22,Beverages,0.21,6
20_4,01-Aug-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,6
22_1,01-Sep-22,Plastic and Rubber,0.42,6
21_1,01-Sep-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,6
21_2,01-Sep-22,Engineering,0.12,6
21_2,01-Sep-22,Food Processing,0.12,6
15_3,01-Oct-22,Granite and Stone Crushing,0.15,6
20_1,01-Oct-22,Food Processing,0.2,6
18_1,01-Nov-22,Engineering,0.25,6
21_2,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.14,6
20_1,01-Dec-22,Engineering,0.11,6
18_2,01-Dec-22,Food Processing,0.12,6
14_2,01-Jan-23,Agro based incl Cold Storages,0.82,6
23_3,01-Jan-23,Pharmaceuticals and Chemicals,0.6,6
20_4,01-Feb-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,6
22_1,01-Mar-23,Agro based incl Cold Storages,0.6,6
23_3,01-Mar-23,Beverages,0.16,6
20_2,01-Mar-23,Wood and Leather,0.2,6
19_3,01-Mar-23,Engineering,0.15,6
14_1,01-Mar-23,Pharmaceuticals and Chemicals,2.4,6
21_5,01-Apr-19,Electrical and Electronic Products,0.12,5
15_3,01-Apr-19,Agro based incl Cold Storages,0.2,5
15_3,01-Apr-19,Food Processing,0.06,5
15_2,01-Apr-19,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.05,5
15_2,01-Apr-19,Granite and Stone Crushing,0,5
19_4,01-Apr-19,Agro based incl Cold Storages,0.05,5
15_1,01-Apr-19,Agro based incl Cold Storages,0.55,5
23_3,01-Apr-19,Plastic and Rubber,0.23,5
21_6,01-May-19,Engineering,0.1,5
20_2,01-May-19,Engineering,0.16,5
22_1,01-May-19,Agro based incl Cold Storages,0.15,5
18_2,01-May-19,Agro based incl Cold Storages,0.2,5
21_5,01-May-19,Engineering,0.04,5
23_3,01-May-19,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.11,5
21_5,01-May-19,Textiles,0.11,5
21_5,01-May-19,Pharmaceuticals and Chemicals,0.03,5
20_3,01-May-19,Food Processing,0.14,5
21_5,01-Jun-19,Wood and Leather,0.03,5
19_3,01-Jun-19,Engineering,0.19,5
21_5,01-Jun-19,Agro based incl Cold Storages,0.04,5
22_1,01-Jun-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,5
22_1,01-Jun-19,Food Processing,0.13,5
18_1,01-Jul-19,Beverages,0.19,5
18_1,01-Jul-19,Plastic and Rubber,1.55,5
23_3,01-Jul-19,Engineering,0.2,5
15_2,01-Jul-19,Agro based incl Cold Storages,1.58,5
19_3,01-Jul-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,5
19_2,01-Jul-19,Engineering,0,5
21_5,01-Aug-19,Agro based incl Cold Storages,0.07,5
21_5,01-Aug-19,Wood and Leather,0.04,5
15_3,01-Aug-19,Food Processing,0.05,5
15_3,01-Aug-19,Granite and Stone Crushing,0.17,5
21_3,01-Aug-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5
23_3,01-Aug-19,Pharmaceuticals and Chemicals,0.19,5
19_1,01-Aug-19,Pharmaceuticals and Chemicals,0.06,5
19_3,01-Aug-19,Engineering,0.09,5
18_1,01-Aug-19,Wood and Leather,0.24,5
15_2,01-Sep-19,Granite and Stone Crushing,6.8,5
23_1,01-Sep-19,Agro based incl Cold Storages,0.23,5
15_2,01-Sep-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,5
17_3,01-Sep-19,Agro based incl Cold Storages,0.22,5
21_3,01-Oct-19,Plastic and Rubber,0.25,5
21_5,01-Oct-19,Agro based incl Cold Storages,0.1,5
17_1,01-Oct-19,Agro based incl Cold Storages,0.25,5
17_1,01-Nov-19,Pharmaceuticals and Chemicals,0.25,5
21_3,01-Nov-19,Food Processing,0.06,5
23_2,01-Nov-19,Food Processing,0.15,5
19_1,01-Nov-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5
15_1,01-Nov-19,R&D,0.5,5
22_2,01-Nov-19,Beverages,0.23,5
21_5,01-Nov-19,Agro based incl Cold Storages,0.05,5
23_1,01-Nov-19,Wood and Leather,0.2,5
19_3,01-Dec-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.14,5
19_4,01-Dec-19,Beverages,0.15,5
21_2,01-Dec-19,Plastic and Rubber,0.18,5
19_2,01-Dec-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,5
17_2,01-Dec-19,Wood and Leather,0.41,5
21_5,01-Dec-19,Agro based incl Cold Storages,0.06,5
15_2,01-Dec-19,Pharmaceuticals and Chemicals,0.03,5
23_3,01-Dec-19,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.2,5
23_1,01-Dec-19,Agro based incl Cold Storages,0.04,5
21_5,01-Jan-20,Agro based incl Cold Storages,0.06,5
21_5,01-Jan-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,5
15_3,01-Jan-20,Agro based incl Cold Storages,1.58,5
15_1,01-Jan-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,5
17_1,01-Jan-20,Plastic and Rubber,1.07,5
17_1,01-Jan-20,Agro based incl Cold Storages,0.15,5
23_3,01-Jan-20,Food Processing,0.14,5
15_2,01-Jan-20,Wood and Leather,0.16,5
18_1,01-Jan-20,Electrical and Electronic Products,0.08,5
17_3,01-Feb-20,Granite and Stone Crushing,0.14,5
19_4,01-Feb-20,Food Processing,0.04,5
19_1,01-Feb-20,Food Processing,0.07,5
19_3,01-Feb-20,Paper and Printing,0.25,5
19_2,01-Feb-20,Engineering,0,5
15_2,01-Feb-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,5
21_2,01-Feb-20,Pharmaceuticals and Chemicals,0.6,5
23_2,01-Mar-20,Agro based incl Cold Storages,0.19,5
20_4,01-Mar-20,Agro based incl Cold Storages,0.78,5
21_2,01-Mar-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,5
21_5,01-Mar-20,Paper and Printing,0.07,5
21_5,01-Mar-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,5
21_5,01-Apr-20,Agro based incl Cold Storages,0.06,5
19_1,01-Apr-20,Granite and Stone Crushing,0.5,5
19_3,01-Apr-20,Engineering,0.25,5
21_5,01-May-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,5
15_1,01-May-20,Agro based incl Cold Storages,0,5
22_2,01-May-20,Plastic and Rubber,0.15,5
19_4,01-Jun-20,Paper and Printing,0.43,5
19_3,01-Jun-20,Beverages,0.05,5
21_5,01-Jun-20,Agro based incl Cold Storages,0.15,5
21_5,01-Jun-20,Food Processing,0.1,5
19_3,01-Jul-20,Food Processing,0.59,5
15_1,01-Jul-20,Textiles,0.25,5
17_1,01-Jul-20,R&D,0.35,5
15_3,01-Jul-20,Plastic and Rubber,0.24,5
19_4,01-Jul-20,Food Processing,0.06,5
23_1,01-Aug-20,Food Processing,0.1,5
15_2,01-Aug-20,Electrical and Electronic Products,0.15,5
15_2,01-Aug-20,Paper and Printing,0.25,5
14_2,01-Aug-20,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.6,5
21_3,01-Aug-20,Pharmaceuticals and Chemicals,0.08,5
21_5,01-Aug-20,Agro based incl Cold Storages,0.06,5
15_1,01-Aug-20,Pharmaceuticals and Chemicals,0.15,5
21_5,01-Aug-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.04,5
19_3,01-Aug-20,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.1,5
17_3,01-Sep-20,Agro based incl Cold Storages,0.24,5
21_2,01-Sep-20,Engineering,0.42,5
21_5,01-Sep-20,Beverages,0.05,5
21_5,01-Sep-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,5
19_1,01-Sep-20,Others,0.06,5
19_1,01-Sep-20,Engineering,0.06,5
19_1,01-Sep-20,Beverages,0.02,5
23_3,01-Sep-20,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.1,5
19_4,01-Sep-20,Engineering,0.05,5
15_2,01-Oct-20,R&D,0.23,5
23_3,01-Oct-20,Agro based incl Cold Storages,0.09,5
21_5,01-Oct-20,Wood and Leather,0.05,5
23_3,01-Oct-20,Pharmaceuticals and Chemicals,0.8,5
16_1,01-Oct-20,Agro based incl Cold Storages,0.12,5
23_1,01-Oct-20,Plastic and Rubber,0.22,5
19_4,01-Oct-20,Others,0.11,5
18_1,01-Oct-20,Wood and Leather,0.1,5
18_1,01-Nov-20,Wood and Leather,0.89,5
18_1,01-Nov-20,Granite and Stone Crushing,0.1,5
23_1,01-Nov-20,Agro based incl Cold Storages,0.37,5
21_5,01-Nov-20,Granite and Stone Crushing,0.08,5
21_5,01-Nov-20,Textiles,0.05,5
15_1,01-Nov-20,Wood and Leather,0.2,5
15_2,01-Nov-20,R&D,0.25,5
17_2,01-Nov-20,Textiles,0.25,5
14_3,01-Nov-20,Plastic and Rubber,0.26,5
18_1,01-Dec-20,Wood and Leather,0.15,5
14_3,01-Dec-20,Textiles,0.24,5
21_2,01-Dec-20,Electrical and Electronic Products,0.28,5
21_6,01-Dec-20,Plastic and Rubber,0.08,5
19_3,01-Dec-20,Beverages,0.25,5
19_4,01-Dec-20,Food Processing,0.21,5
19_1,01-Dec-20,Food Processing,0.19,5
15_2,01-Jan-21,Granite and Stone Crushing,0.25,5
19_1,01-Jan-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,5
18_2,01-Jan-21,Engineering,0.09,5
21_5,01-Jan-21,Textiles,0.05,5
17_3,01-Jan-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.24,5
16_1,01-Jan-21,Paper and Printing,0.2,5
19_1,01-Feb-21,Food Processing,0.21,5
21_5,01-Feb-21,Engineering,0.09,5
21_5,01-Feb-21,Plastic and Rubber,0.09,5
18_1,01-Feb-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,5
23_2,01-Feb-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,5
23_3,01-Feb-21,Engineering,0.31,5
23_3,01-Feb-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.15,5
15_1,01-Feb-21,Granite and Stone Crushing,0.85,5
15_3,01-Mar-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,5
15_3,01-Mar-21,Pharmaceuticals and Chemicals,0.2,5
19_1,01-Mar-21,Engineering,0.02,5
15_1,01-Mar-21,Food Processing,0.19,5
21_5,01-Mar-21,Engineering,0.09,5
21_5,01-Mar-21,Food Processing,0.27,5
20_4,01-Mar-21,Engineering,0.13,5
14_2,01-Mar-21,Engineering,0.31,5
15_2,01-Mar-21,Beverages,0.05,5
20_3,01-Mar-21,Engineering,0.13,5
20_3,01-Mar-21,Plastic and Rubber,0.16,5
17_2,01-Apr-21,Electrical and Electronic Products,0.32,5
18_1,01-Apr-21,Others,0.2,5
18_2,01-Apr-21,Agro based incl Cold Storages,0.18,5
19_3,01-May-21,Food Processing,0.1,5
23_2,01-May-21,Engineering,0.07,5
15_1,01-May-21,Paper and Printing,0.18,5
18_1,01-May-21,Agro based incl Cold Storages,1.58,5
18_1,01-May-21,Engineering,0.05,5
15_1,01-May-21,Agro based incl Cold Storages,5,5
21_5,01-May-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,5
17_2,01-May-21,Granite and Stone Crushing,0.25,5
17_3,01-Jun-21,Agro based incl Cold Storages,0.73,5
17_2,01-Jun-21,Beverages,0.25,5
15_3,01-Jun-21,Granite and Stone Crushing,0.15,5
21_5,01-Jul-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,5
20_4,01-Jul-21,Agro based incl Cold Storages,0.18,5
18_1,01-Jul-21,Beverages,0.09,5
17_1,01-Jul-21,Textiles,0.25,5
18_1,01-Jul-21,Engineering,0.3,5
18_1,01-Jul-21,Agro based incl Cold Storages,0.25,5
23_3,01-Jul-21,Granite and Stone Crushing,0.7,5
22_2,01-Aug-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,5
20_3,01-Aug-21,Engineering,0.23,5
19_3,01-Aug-21,Agro based incl Cold Storages,0.48,5
15_2,01-Aug-21,Pharmaceuticals and Chemicals,0.3,5
23_3,01-Aug-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,5
17_1,01-Aug-21,Agro based incl Cold Storages,0.12,5
18_1,01-Aug-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,5
21_5,01-Aug-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,5
19_2,01-Sep-21,Engineering,0.55,5
17_1,01-Sep-21,R&D,0.7,5
17_2,01-Sep-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.18,5
21_3,01-Sep-21,Beverages,0.1,5
18_1,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,5
23_1,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,5
17_3,01-Sep-21,Agro based incl Cold Storages,4.12,5
19_1,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,5
23_1,01-Sep-21,Granite and Stone Crushing,0.5,5
18_2,01-Sep-21,Others,0.11,5
19_1,01-Sep-21,Food Processing,0.11,5
21_5,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,5
15_1,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,5
18_2,01-Oct-21,Agro based incl Cold Storages,0.35,5
21_5,01-Oct-21,Agro based incl Cold Storages,0.1,5
15_1,01-Nov-21,Food Processing,0.23,5
19_4,01-Nov-21,Engineering,0.16,5
18_1,01-Nov-21,Engineering,0.08,5
18_2,01-Nov-21,Engineering,0.1,5
18_2,01-Nov-21,Agro based incl Cold Storages,0.52,5
15_2,01-Nov-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.53,5
21_5,01-Nov-21,Beverages,0.11,5
17_1,01-Nov-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.04,5
19_3,01-Nov-21,Granite and Stone Crushing,0.14,5
19_3,01-Dec-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,5
14_1,01-Dec-21,Plastic and Rubber,0.25,5
19_3,01-Dec-21,Plastic and Rubber,0.13,5
23_2,01-Dec-21,Engineering,2.52,5
18_1,01-Dec-21,Others,0.12,5
17_2,01-Dec-21,Agro based incl Cold Storages,50.02,5
18_1,01-Dec-21,Wood and Leather,0.15,5
15_2,01-Jan-22,Food Processing,0.2,5
14_1,01-Jan-22,Others,0.25,5
20_2,01-Jan-22,Beverages,0.1,5
19_3,01-Jan-22,Plastic and Rubber,0.1,5
23_3,01-Feb-22,Food Processing,0.45,5
19_2,01-Feb-22,Beverages,0.18,5
23_3,01-Feb-22,Granite and Stone Crushing,0.73,5
20_4,01-Feb-22,Engineering,0.09,5
15_1,01-Feb-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5
15_1,01-Feb-22,Pharmaceuticals and Chemicals,0.15,5
18_2,01-Feb-22,Engineering,0.03,5
19_1,01-Feb-22,Paper and Printing,0.06,5
19_1,01-Feb-22,Others,0.04,5
19_1,01-Feb-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,5
18_1,01-Feb-22,Wood and Leather,0.4,5
18_1,01-Feb-22,Paper and Printing,0.13,5
19_1,01-Feb-22,Food Processing,0.06,5
18_1,01-Mar-22,Paper and Printing,0.1,5
18_2,01-Mar-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,5
23_2,01-Mar-22,Engineering,0.25,5
19_3,01-Mar-22,Plastic and Rubber,0.23,5
14_5,01-Mar-22,Food Processing,0.25,5
15_1,01-Mar-22,Agro based incl Cold Storages,1.5,5
21_5,01-Mar-22,Wood and Leather,0.11,5
21_5,01-Apr-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,5
14_5,01-Apr-22,Plastic and Rubber,0.25,5
20_1,01-Apr-22,Plastic and Rubber,0.2,5
15_3,01-Apr-22,Pharmaceuticals and Chemicals,0.1,5
18_2,01-Apr-22,Agro based incl Cold Storages,0.1,5
14_1,01-Apr-22,Food Processing,6,5
21_3,01-Apr-22,Textiles,2.06,5
17_3,01-Apr-22,Others,0.22,5
18_1,01-Apr-22,Agro based incl Cold Storages,0.9,5
14_3,01-May-22,Engineering,0.48,5
19_3,01-May-22,Food Processing,0.1,5
15_1,01-May-22,Granite and Stone Crushing,0.25,5
23_3,01-May-22,Granite and Stone Crushing,0.24,5
19_1,01-May-22,Beverages,0.07,5
19_1,01-May-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,5
23_3,01-Jun-22,Textiles,0.36,5
23_3,01-Jun-22,Granite and Stone Crushing,0.24,5
17_1,01-Jun-22,Plastic and Rubber,0.16,5
18_1,01-Jun-22,Plastic and Rubber,0.15,5
18_1,01-Jun-22,Pharmaceuticals and Chemicals,0.18,5
18_1,01-Jun-22,Wood and Leather,0.15,5
17_2,01-Jun-22,Granite and Stone Crushing,0.25,5
15_2,01-Jul-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,5
20_4,01-Jul-22,Engineering,0.21,5
14_3,01-Jul-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,5
23_3,01-Jul-22,Plastic and Rubber,0.24,5
23_3,01-Jul-22,Textiles,0.99,5
18_2,01-Jul-22,Textiles,0.05,5
23_3,01-Jul-22,Beverages,0.8,5
17_3,01-Jul-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5
15_3,01-Jul-22,Wood and Leather,0.07,5
22_2,01-Jul-22,Food Processing,0.6,5
17_1,01-Jul-22,Beverages,0.6,5
14_1,01-Jul-22,Pharmaceuticals and Chemicals,0.67,5
18_1,01-Aug-22,Engineering,0.2,5
23_3,01-Aug-22,Food Processing,1,5
20_1,01-Aug-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.17,5
22_1,01-Aug-22,Engineering,0.26,5
15_1,01-Aug-22,Granite and Stone Crushing,0.25,5
23_3,01-Sep-22,Pharmaceuticals and Chemicals,1.3,5
22_2,01-Sep-22,Agro based incl Cold Storages,0.94,5
14_3,01-Sep-22,Others,0.25,5
23_1,01-Sep-22,Others,0.25,5
18_1,01-Sep-22,Agro based incl Cold Storages,1.92,5
20_4,01-Sep-22,Beverages,0.1,5
21_5,01-Sep-22,Wood and Leather,0.08,5
15_3,01-Sep-22,Agro based incl Cold Storages,0.25,5
15_3,01-Sep-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5
18_1,01-Oct-22,Others,0.15,5
19_2,01-Oct-22,Agro based incl Cold Storages,0.95,5
23_1,01-Oct-22,Food Processing,0.81,5
15_2,01-Oct-22,Paper and Printing,0.1,5
18_1,01-Oct-22,Plastic and Rubber,0.4,5
21_3,01-Oct-22,Textiles,2.06,5
15_2,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,5
22_1,01-Nov-22,Others,0.38,5
20_1,01-Nov-22,Engineering,0.11,5
